model,dataset,seq_len,pred_len,seed,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,train_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,notes
FilterNet,PEMS03,96,12,2026,ok,0.06746017187833786,0.17250944674015045,,0.259730960569,587992,,,529.4705,9.6961,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS03,96,12,2026,ok,0.06709934771060944,0.17141462862491608,,0.259035417869,4790796,,,465.9879,4.0616,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS03,96,12,2026,ok,0.08683314174413681,0.19565826654434204,,0.29467463709,419596,,,866.0335,4.868,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS03,96,12,2026,ok,0.10339632630348206,0.21670156717300415,,0.321552991439,2328,,,126.9701,2.1098,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS03,96,12,2026,ok,0.18540608882904053,0.296534925699234,,0.430588073255,31,,,103.3497,1.8169,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS03,96,12,2026,ok,0.0973506108198101,0.20761479558083687,1.7322133119809082,0.3120105940826531,2897,,,552.3234000205994,3.9375319480895996,0.23646758032680434,52.37353515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS03,96,12,2026,ok,0.06764451171706107,0.17311358325323056,1.4073458832075345,0.26008558537,131424,117460,13964,205.6318485736847,2.727637767791748,0.11412848326258261,94.1875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS03,96,24,2026,ok,0.08110723127319447,0.18966422457244753,1.5451301433452613,0.28479331325225,44258,,,108.63970351219177,1.6707947254180908,0.02911467630759377,232.1533203125,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS03,96,24,2026,ok,0.0763738602399826,0.18203113973140717,,0.27635821001,727640,,,214.3913,2.4736,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS03,96,24,2026,ok,0.1248183622956276,0.24172361195087433,,0.353296422704,105432,,,150.5696,1.7255,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS03,96,24,2026,ok,0.2394111454486847,0.32832077145576477,,0.489296582298,750,,,235.2471,3.5256,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS03,96,24,2026,ok,0.32168424129486084,0.4231143593788147,,0.567172144322,29,,,130.0874,1.7795,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS03,96,24,2026,ok,0.12233417481184006,0.2359355092048645,,0.349763026651,3218328,,,856.4916,4.7688,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS03,96,24,2026,ok,0.09543900191783905,0.20446136593818665,,0.308932034464,594148,,,539.0859,10.0904,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS03,96,24,2026,ok,0.0927206501364708,0.20231454074382782,,0.304500657038,4796952,,,481.9177,4.3442,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS03,96,24,2026,ok,0.1391206979751587,0.24961921572685242,,0.372988871114,438040,,,874.7711,5.0319,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS03,96,24,2026,ok,0.18015779554843903,0.29369163513183594,,0.424449991811,4656,,,175.1925,2.4533,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS03,96,24,2026,ok,0.3241387605667114,0.3972198963165283,,0.569331854516,39,,,171.1982,2.218,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS03,96,24,2026,ok,0.16484239209250573,0.27165176010745373,2.3113093743736925,0.4060078719587906,2906,,,549.3882875442505,3.939138412475586,0.23529590578917906,53.02880859375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS03,96,24,2026,ok,0.09697372788782094,0.20802819837307301,1.6716296540867726,0.311406049857,134520,119008,15512,212.26402187347412,2.952075481414795,0.1237734989111407,95.51220703125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS03,96,48,2026,ok,0.11918887877317857,0.22311715755046113,1.7823229663859952,0.345237423772653,47330,,,115.41612386703491,2.254525661468506,0.08272145265198004,274.6259765625,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS03,96,48,2026,ok,0.10813553631305695,0.21567097306251526,,0.32883968178,739952,,,248.2977,2.9628,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS03,96,48,2026,ok,0.20829887688159943,0.31712162494659424,,0.456397717875,107760,,,137.3976,2.1061,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS03,96,48,2026,ok,0.5470492839813232,0.5254224538803101,,0.739627800979,900,,,273.9155,4.1895,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS03,96,48,2026,ok,0.44370871782302856,0.5104646682739258,,0.666114643153,33,,,242.176,2.348,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS03,96,48,2026,ok,0.19749866425991058,0.30530333518981934,,0.444408218038,3224496,,,822.9828,5.111,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS03,96,48,2026,ok,0.14990073442459106,0.2607572078704834,,0.387170162105,606460,,,564.3364,10.6883,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS03,96,48,2026,ok,0.14899951219558716,0.25836747884750366,,0.386004549449,4809264,,,511.1206,4.6355,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS03,96,48,2026,ok,0.25270646810531616,0.3436179459095001,,0.502699182519,474928,,,904.8214,5.4493,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS03,96,48,2026,ok,0.3180282711982727,0.4098265767097473,,0.56393995354,9312,,,163.8997,2.8723,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS03,96,48,2026,ok,0.6500186324119568,0.5855863094329834,,0.806237330078,43,,,166.2878,2.3555,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS03,96,48,2026,ok,0.31463484499784816,0.3851620612986911,2.931297228823652,0.560923207754723,2924,,,569.9093346595764,3.7550296783447266,0.22758152532335843,54.341796875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS03,96,48,2026,ok,0.15882029791845115,0.2674038272639127,1.9644543003440949,0.398522644173,140712,122104,18608,224.91848754882812,3.2405755519866943,0.11244579890730705,99.103515625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS03,96,96,2026,ok,0.16053450648121356,0.25209555867920985,1.9965621366402593,0.400667576029323,53474,,,126.06402206420898,1.8415229320526123,0.029361358517029833,376.259765625,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS03,96,96,2026,ok,0.14159342646598816,0.25235241651535034,,0.376289019858,764576,,,313.7458,3.86,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS03,96,96,2026,ok,0.29904142022132874,0.3845345675945282,,0.546846797761,112416,,,262.9609,2.5921,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS03,96,96,2026,ok,1.0679467916488647,0.7935665845870972,,1.033415111,1200,,,343.4979,5.0245,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS03,96,96,2026,ok,0.5239710211753845,0.5648054480552673,,0.723858426196,41,,,122.2641,3.1973,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS03,96,96,2026,ok,0.2653208076953888,0.3648478090763092,,0.515093008781,3236832,,,897.7743,5.9032,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS03,96,96,2026,ok,0.23060376942157745,0.32765302062034607,,0.480212212903,631084,,,607.1523,11.5734,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS03,96,96,2026,ok,0.22716641426086426,0.3274228274822235,,0.476619779553,4833888,,,520.6239,5.5927,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS03,96,96,2026,ok,0.43325722217559814,0.4702683389186859,,0.658222775491,548704,,,951.5564,6.1934,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS03,96,96,2026,ok,0.4540484845638275,0.5092261433601379,,0.673831198865,18624,,,120.2211,3.6161,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS03,96,96,2026,ok,1.1865453720092773,0.8464546799659729,,1.08928663446,57,,,236.3463,3.6562,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
